coordinate,jdk8_version,jdk8_status,jdk17_version,jdk17_status,jdk21_version,jdk21_status,notes
org.apache.logging.log4j:log4j-core,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-core-test,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-couchdb,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-docker,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-flume-ng,2.24.3,unverified-artifact,2.24.3,unverified-artifact,2.24.3,unverified-artifact,
org.apache.logging.log4j:log4j-iostreams,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-jakarta-smtp,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-jakarta-web,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-jcl,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-jpa,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-jpl,2.19.0,unsupported,2.24.3,bytecode-pass,2.24.3,bytecode-pass,JDK 8: 发布 JAR 的基础字节码超过 JDK 8；不能由提高构建 JVM 绕过本版本线约束
org.apache.logging.log4j:log4j-jul,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-kubernetes,2.24.3,unverified-artifact,2.24.3,unverified-artifact,2.24.3,unverified-artifact,
org.apache.logging.log4j:log4j-layout-template-json,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-mongodb3,2.24.3,unverified-artifact,2.24.3,unverified-artifact,2.24.3,unverified-artifact,
org.apache.logging.log4j:log4j-mongodb4,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-slf4j-impl,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-slf4j2-impl,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-spring-cloud-config-client,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-taglib,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-to-jul,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-to-slf4j,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.logging.log4j:log4j-web,2.24.3,bytecode-pass,2.24.3,bytecode-pass,2.24.3,bytecode-pass,
org.apache.neethi:neethi,3.2.2,bytecode-pass,3.2.2,bytecode-pass,3.2.2,bytecode-pass,
org.apache.paimon:paimon-bundle,,absent,1.4.2,bytecode-pass,1.4.2,bytecode-pass,
org.apache.paimon:paimon-flink-2.2,,absent,1.4.2,bytecode-pass,1.4.2,bytecode-pass,
org.apache.pdfbox:jbig2-imageio,3.0.5,bytecode-pass,3.0.5,bytecode-pass,3.0.5,bytecode-pass,
org.apache.pdfbox:pdfbox,3.0.7,bytecode-pass,3.0.7,bytecode-pass,3.0.7,bytecode-pass,
org.apache.pdfbox:pdfbox-debugger,3.0.7,bytecode-pass,3.0.7,bytecode-pass,3.0.7,bytecode-pass,
org.apache.pdfbox:pdfbox-tools,3.0.7,bytecode-pass,3.0.7,bytecode-pass,3.0.7,bytecode-pass,
org.apache.poi:ooxml-schemas,1.4,bytecode-pass,1.4,bytecode-pass,1.4,bytecode-pass,
org.apache.poi:poi,5.5.1,bytecode-pass,5.5.1,bytecode-pass,5.5.1,bytecode-pass,
org.apache.poi:poi-excelant,5.5.1,bytecode-pass,5.5.1,bytecode-pass,5.5.1,bytecode-pass,
org.apache.poi:poi-ooxml,5.5.1,bytecode-pass,5.5.1,bytecode-pass,5.5.1,bytecode-pass,
org.apache.poi:poi-ooxml-full,5.5.1,bytecode-pass,5.5.1,bytecode-pass,5.5.1,bytecode-pass,
org.apache.poi:poi-ooxml-schemas,4.1.2,bytecode-pass,4.1.2,bytecode-pass,4.1.2,bytecode-pass,
org.apache.poi:poi-scratchpad,5.5.1,bytecode-pass,5.5.1,bytecode-pass,5.5.1,bytecode-pass,
org.apache.pulsar:pulsar-client,2.10.6,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.pulsar:pulsar-client-api,2.10.6,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.apache.pulsar:pulsar-client-reactive-adapter,,absent,0.7.0,bytecode-pass,0.7.0,bytecode-pass,
org.apache.pulsar:pulsar-client-reactive-api,,absent,0.7.0,bytecode-pass,0.7.0,bytecode-pass,
org.apache.pulsar:pulsar-client-reactive-jackson,,absent,0.7.0,bytecode-pass,0.7.0,bytecode-pass,
org.apache.pulsar:pulsar-client-reactive-producer-cache-caffeine,,absent,0.7.0,bytecode-pass,0.7.0,bytecode-pass,
org.apache.pulsar:pulsar-client-reactive-producer-cache-caffeine-shaded,,absent,0.7.0,bytecode-pass,0.7.0,bytecode-pass,
org.apache.rocketmq:rocketmq-acl,5.3.2,bytecode-pass,5.3.2,bytecode-pass,5.3.2,bytecode-pass,
org.apache.rocketmq:rocketmq-client,5.5.0,bytecode-pass,5.5.0,bytecode-pass,5.5.0,bytecode-pass,
org.apache.rocketmq:rocketmq-common,5.5.0,bytecode-pass,5.5.0,bytecode-pass,5.5.0,bytecode-pass,
org.apache.rocketmq:rocketmq-remoting,5.5.0,bytecode-pass,5.5.0,bytecode-pass,5.5.0,bytecode-pass,
org.apache.seatunnel:seatunnel-api,,absent,2.3.13,bytecode-pass,2.3.13,bytecode-pass,
org.apache.seatunnel:seatunnel-engine-core,,absent,2.3.13,bytecode-pass,2.3.13,bytecode-pass,
org.apache.shardingsphere:shardingsphere-jdbc,5.5.3,bytecode-pass,5.5.3,bytecode-pass,5.5.3,bytecode-pass,
org.apache.shardingsphere:shardingsphere-parser-distsql-engine,5.5.3,bytecode-pass,5.5.3,bytecode-pass,5.5.3,bytecode-pass,
org.apache.shardingsphere:shardingsphere-parser-distsql-statement,5.5.3,bytecode-pass,5.5.3,bytecode-pass,5.5.3,bytecode-pass,
org.apache.shardingsphere:shardingsphere-parser-sql-mysql,5.5.3,unverified-artifact,5.5.3,unverified-artifact,5.5.3,unverified-artifact,
org.apache.shardingsphere:shardingsphere-parser-sql-opengauss,5.5.3,unverified-artifact,5.5.3,unverified-artifact,5.5.3,unverified-artifact,
org.apache.shardingsphere:shardingsphere-parser-sql-oracle,5.5.3,unverified-artifact,5.5.3,unverified-artifact,5.5.3,unverified-artifact,
org.apache.shardingsphere:shardingsphere-parser-sql-postgresql,5.5.3,unverified-artifact,5.5.3,unverified-artifact,5.5.3,unverified-artifact,
org.apache.shardingsphere:shardingsphere-parser-sql-sql92,5.5.3,unverified-artifact,5.5.3,unverified-artifact,5.5.3,unverified-artifact,
org.apache.shardingsphere:shardingsphere-parser-sql-sqlserver,5.5.3,unverified-artifact,5.5.3,unverified-artifact,5.5.3,unverified-artifact,
org.apache.shiro:shiro-cache,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-config-core,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-core,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-crypto-core,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-crypto-hash,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-hazelcast,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-lang,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-quartz,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-spring,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.shiro:shiro-web,1.13.0,bytecode-pass,2.2.1,bytecode-pass,2.2.1,bytecode-pass,
org.apache.skywalking:apm-toolkit-log4j-2.x,9.7.0,bytecode-pass,9.7.0,bytecode-pass,9.7.0,bytecode-pass,
org.apache.skywalking:apm-toolkit-opentracing,9.7.0,bytecode-pass,9.7.0,bytecode-pass,9.7.0,bytecode-pass,
org.apache.skywalking:apm-toolkit-trace,9.7.0,bytecode-pass,9.7.0,bytecode-pass,9.7.0,bytecode-pass,
org.apache.spark:spark-core_2.13,,absent,4.2.0,bytecode-pass,4.2.0,bytecode-pass,
org.apache.spark:spark-sql_2.13,,absent,4.2.0,bytecode-pass,4.2.0,bytecode-pass,
org.apache.sshd:sshd-core,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-git,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-ldap,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-mina,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-netty,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-pam,0.11.1-atlassian-1,bytecode-pass,0.11.1-atlassian-1,bytecode-pass,0.11.1-atlassian-1,bytecode-pass,
org.apache.sshd:sshd-putty,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-scp,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,3.0.0-M2,bytecode-pass,
org.apache.sshd:sshd-sftp,3.0.0-M2,bytecode-pass,2.14.0,bytecode-pass,2.14.0,bytecode-pass,
org.apache.tika:tika-core,2.9.4,bytecode-pass,3.3.2,bytecode-pass,3.3.2,bytecode-pass,
org.apache.tika:tika-parsers-standard-package,2.9.4,bytecode-pass,3.3.2,bytecode-pass,3.3.2,bytecode-pass,
org.apache.tomcat.embed:tomcat-embed-core,,absent,11.0.15,bytecode-pass,11.0.15,bytecode-pass,
org.apache.tomcat.embed:tomcat-embed-el,,absent,11.0.15,bytecode-pass,11.0.15,bytecode-pass,
org.apache.tomcat.embed:tomcat-embed-websocket,,absent,11.0.15,bytecode-pass,11.0.15,bytecode-pass,
org.apache.tomcat:tomcat-annotations-api,,absent,11.0.15,bytecode-pass,11.0.15,bytecode-pass,
org.apache.tomcat:tomcat-jdbc,10.0.23,bytecode-pass,11.0.15,bytecode-pass,11.0.15,bytecode-pass,
org.apache.tomcat:tomcat-jsp-api,,absent,11.0.15,bytecode-pass,11.0.15,bytecode-pass,
org.apache.velocity:velocity-engine-core,2.4.1,bytecode-pass,2.4.1,bytecode-pass,2.4.1,bytecode-pass,
org.apache.velocity:velocity-engine-scripting,2.4.1,bytecode-pass,2.4.1,bytecode-pass,2.4.1,bytecode-pass,
org.apache.ws.commons.axiom:axiom-api,1.4.0,bytecode-pass,2.0.0,bytecode-pass,2.0.0,bytecode-pass,
org.apache.ws.commons.axiom:axiom-dom,1.4.0,bytecode-pass,2.0.0,bytecode-pass,2.0.0,bytecode-pass,
org.apache.ws.commons.axiom:axiom-impl,1.4.0,bytecode-pass,2.0.0,bytecode-pass,2.0.0,bytecode-pass,
org.apache.ws.xmlschema:xmlschema-core,2.3.2,bytecode-pass,2.3.2,bytecode-pass,2.3.2,bytecode-pass,
org.apache.xmlbeans:xmlbeans,5.3.0,bytecode-pass,5.3.0,bytecode-pass,5.3.0,bytecode-pass,
org.apache.xmlgraphics:batik-anim,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-awt-util,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-bridge,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-codec,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-css,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-dom,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-ext,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-extension,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-gui-util,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-gvt,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-js,1.8,bytecode-pass,1.8,bytecode-pass,1.8,bytecode-pass,
org.apache.xmlgraphics:batik-parser,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-rasterizer,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-script,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-svg-dom,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-svggen,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-swing,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-transcoder,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-ttf2svg,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-util,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.xmlgraphics:batik-xml,1.19,bytecode-pass,1.19,bytecode-pass,1.19,bytecode-pass,
org.apache.zookeeper:zookeeper,3.9.5,bytecode-pass,3.9.5,bytecode-pass,3.9.5,bytecode-pass,
org.apache.zookeeper:zookeeper-prometheus-metrics,3.9.5,bytecode-pass,3.9.5,bytecode-pass,3.9.5,bytecode-pass,
org.apereo.cas.client:cas-client-core,,replacement,4.0.4,bytecode-pass,4.1.1,bytecode-pass,
org.apereo.cas.client:cas-client-support-distributed-memcached,,replacement,4.0.4,bytecode-pass,4.1.1,bytecode-pass,
org.apereo.cas.client:cas-client-support-saml,,replacement,4.0.4,bytecode-pass,4.1.1,bytecode-pass,
org.apiguardian:apiguardian-api,1.1.2,bytecode-pass,1.1.2,bytecode-pass,1.1.2,bytecode-pass,
org.aspectj:aspectjrt,1.9.25.1,bytecode-pass,1.9.25.1,bytecode-pass,1.9.25.1,bytecode-pass,
org.aspectj:aspectjtools,1.9.7,bytecode-pass,1.9.25.1,bytecode-pass,1.9.25.1,bytecode-pass,
org.aspectj:aspectjweaver,1.9.25.1,bytecode-pass,1.9.25.1,bytecode-pass,1.9.25.1,bytecode-pass,
org.assertj:assertj-core,3.27.7,bytecode-pass,3.27.7,bytecode-pass,3.27.7,bytecode-pass,
org.asynchttpclient:async-http-client,2.12.4,bytecode-pass,3.0.11,bytecode-pass,3.0.11,bytecode-pass,
org.awaitility:awaitility,4.2.2,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.awaitility:awaitility-groovy,4.2.2,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.awaitility:awaitility-kotlin,4.2.2,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.awaitility:awaitility-scala,4.2.2,bytecode-pass,4.2.2,bytecode-pass,4.2.2,bytecode-pass,
org.bouncycastle:bcjmail-jdk18on,1.84,bytecode-pass,1.84,bytecode-pass,1.84,bytecode-pass,
org.bouncycastle:bcmail-jdk15to18,1.84,bytecode-pass,1.84,bytecode-pass,1.84,bytecode-pass,
org.bouncycastle:bcpg-jdk15to18,1.84,bytecode-pass,1.84,bytecode-pass,1.84,bytecode-pass,
org.bouncycastle:bcpg-jdk18on,1.84,bytecode-pass,1.84,bytecode-pass,1.84,bytecode-pass,
